file,pooling,split,seed,balanced,module,key,rows,cols,min_dim,effective_rank,rank_fraction,stable_rank,sigma_max
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,pool,pool.isab.mab0.fc_k.weight,640,640,640,2.2948,0.0036,1.1386,68.1407
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,pool,pool.isab.mab0.fc_v.weight,640,640,640,38.9564,0.0609,6.067,11.7485
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,pool,pool.isab.mab0.fc_o.weight,640,640,640,62.6282,0.0979,5.0776,11.597
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,pool,pool.isab.mab1.fc_q.weight,640,640,640,37.7665,0.059,5.6215,12.3573
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,pool,pool.isab.mab1.fc_k.weight,640,640,640,44.296,0.0692,5.2333,13.9884
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,pool,pool.isab.mab1.fc_v.weight,640,640,640,101.5864,0.1587,10.6657,6.3685
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,pool,pool.isab.mab1.fc_o.weight,640,640,640,80.0499,0.1251,7.1889,8.5055
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,pool,pool.pma.mab.fc_q.weight,640,640,640,200.5864,0.3134,5.2148,7.1178
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,pool,pool.pma.mab.fc_k.weight,640,640,640,11.45,0.0179,1.5626,26.4023
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,pool,pool.pma.mab.fc_v.weight,640,640,640,114.0015,0.1781,12.4247,5.8858
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,pool,pool.pma.mab.fc_o.weight,640,640,640,61.9694,0.0968,6.0756,9.7935
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,encoder,encoder.0.weight,512,640,512,86.6103,0.1692,7.7406,8.4726
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,encoder,encoder.3.weight,256,512,256,101.1176,0.395,10.7135,5.2225
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.gram_stain.weight,3,256,3,2.523,0.841,1.6917,1.3436
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.cell_shape.weight,7,256,7,5.9874,0.8553,2.9295,1.7114
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.motility.weight,1,256,1,1.0,1.0,1.0,1.1551
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.sporulation.weight,1,256,1,1.0,1.0,1.0,1.478
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.pigmentation.weight,1,256,1,1.0,1.0,1.0,1.0517
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.oxygen_tolerance.weight,6,256,6,4.739,0.7898,2.3151,1.867
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.catalase.weight,1,256,1,1.0,1.0,1.0,1.236
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.cytochrome_oxidase.weight,1,256,1,1.0,1.0,1.0,1.1948
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.halophily.weight,4,256,4,3.6282,0.907,2.4645,1.1857
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.temperature_class.weight,5,256,5,4.3875,0.8775,2.7345,1.5075
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.ph_class.weight,3,256,3,2.5832,0.8611,1.6976,1.1775
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.cultivation_medium.weight,200,256,200,5.6918,0.0285,1.3771,23.0647
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.carbon_utilization.weight,80,256,80,40.0748,0.5009,6.6415,3.6651
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.metabolite_production.weight,50,256,50,28.6059,0.5721,4.2492,2.7013
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.amr_phenotype.weight,30,256,30,20.4092,0.6803,5.779,2.4508
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.biosafety_level.weight,4,256,4,2.6561,0.664,1.5086,2.1948
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.pathogenicity_human.weight,1,256,1,1.0,1.0,1.0,1.1715
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.pathogenicity_animal.weight,1,256,1,1.0,1.0,1.0,1.3146
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.isolation_source.weight,20,256,20,8.445,0.4222,2.0939,4.2238
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.country.weight,100,256,100,15.6233,0.1562,2.0042,11.6123
set_transformer_family_s0_balancedfamilies.pt,set_transformer,family,0,1,head,heads.fatty_acid_profile.weight,30,256,30,22.8851,0.7628,12.397,0.5297
set_transformer_family_s1.pt,set_transformer,family,1,0,pool,pool.isab.mab0.fc_q.weight,640,640,640,318.0456,0.4969,16.3877,3.7873
set_transformer_family_s1.pt,set_transformer,family,1,0,pool,pool.isab.mab0.fc_k.weight,640,640,640,1.9879,0.0031,1.1065,74.8403
set_transformer_family_s1.pt,set_transformer,family,1,0,pool,pool.isab.mab0.fc_v.weight,640,640,640,34.3925,0.0537,5.3157,12.801
set_transformer_family_s1.pt,set_transformer,family,1,0,pool,pool.isab.mab0.fc_o.weight,640,640,640,66.4242,0.1038,5.7525,10.7659
set_transformer_family_s1.pt,set_transformer,family,1,0,pool,pool.isab.mab1.fc_q.weight,640,640,640,39.634,0.0619,3.9608,13.1569
set_transformer_family_s1.pt,set_transformer,family,1,0,pool,pool.isab.mab1.fc_k.weight,640,640,640,187.193,0.2925,9.3228,5.9366
set_transformer_family_s1.pt,set_transformer,family,1,0,pool,pool.isab.mab1.fc_v.weight,640,640,640,116.3031,0.1817,9.4008,6.4897
set_transformer_family_s1.pt,set_transformer,family,1,0,pool,pool.isab.mab1.fc_o.weight,640,640,640,88.9074,0.1389,7.4632,8.0195
set_transformer_family_s1.pt,set_transformer,family,1,0,pool,pool.pma.mab.fc_q.weight,640,640,640,191.046,0.2985,4.9283,7.34
set_transformer_family_s1.pt,set_transformer,family,1,0,pool,pool.pma.mab.fc_k.weight,640,640,640,9.608,0.015,1.5255,27.1235
set_transformer_family_s1.pt,set_transformer,family,1,0,pool,pool.pma.mab.fc_v.weight,640,640,640,127.0725,0.1986,12.2737,5.6566
set_transformer_family_s1.pt,set_transformer,family,1,0,pool,pool.pma.mab.fc_o.weight,640,640,640,72.442,0.1132,6.407,8.9062
set_transformer_family_s1.pt,set_transformer,family,1,0,encoder,encoder.0.weight,512,640,512,124.4311,0.243,7.5242,6.851
set_transformer_family_s1.pt,set_transformer,family,1,0,encoder,encoder.3.weight,256,512,256,124.3103,0.4856,11.1492,4.0444
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.gram_stain.weight,3,256,3,2.5946,0.8649,1.6965,1.3389
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.cell_shape.weight,7,256,7,5.4676,0.7811,2.5856,1.7239
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.motility.weight,1,256,1,1.0,1.0,1.0,0.9004
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.sporulation.weight,1,256,1,1.0,1.0,1.0,1.249
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.pigmentation.weight,1,256,1,1.0,1.0,1.0,0.5832
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.oxygen_tolerance.weight,6,256,6,3.4498,0.575,1.6159,2.3376
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.catalase.weight,1,256,1,1.0,1.0,1.0,0.8673
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.cytochrome_oxidase.weight,1,256,1,1.0,1.0,1.0,0.9385
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.halophily.weight,4,256,4,3.4122,0.8531,1.9739,1.0055
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.temperature_class.weight,5,256,5,3.4087,0.6817,1.8334,2.025
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.ph_class.weight,3,256,3,2.4635,0.8212,1.6033,0.9027
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.cultivation_medium.weight,200,256,200,4.4411,0.0222,1.3088,25.1584
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.carbon_utilization.weight,80,256,80,36.4272,0.4553,5.9851,2.8523
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.metabolite_production.weight,50,256,50,22.429,0.4486,3.3348,3.4143
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.amr_phenotype.weight,30,256,30,19.5942,0.6531,5.0265,2.3806
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.biosafety_level.weight,4,256,4,2.4461,0.6115,1.4045,2.2651
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.pathogenicity_human.weight,1,256,1,1.0,1.0,1.0,0.9749
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.pathogenicity_animal.weight,1,256,1,1.0,1.0,1.0,0.9455
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.isolation_source.weight,20,256,20,9.1359,0.4568,2.4091,3.9675
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.country.weight,100,256,100,13.911,0.1391,1.9853,11.6652
set_transformer_family_s1.pt,set_transformer,family,1,0,head,heads.fatty_acid_profile.weight,30,256,30,24.1055,0.8035,12.3632,0.4261
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,pool,pool.isab.mab0.fc_q.weight,640,640,640,248.7991,0.3887,8.9806,5.4984
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,pool,pool.isab.mab0.fc_k.weight,640,640,640,1.8531,0.0029,1.086,75.0835
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,pool,pool.isab.mab0.fc_v.weight,640,640,640,39.4152,0.0616,6.0858,11.6286
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,pool,pool.isab.mab0.fc_o.weight,640,640,640,78.4364,0.1226,5.1506,10.6047
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,pool,pool.isab.mab1.fc_q.weight,640,640,640,42.3036,0.0661,6.1649,11.2806
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,pool,pool.isab.mab1.fc_k.weight,640,640,640,79.0709,0.1235,7.3805,9.2868
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,pool,pool.isab.mab1.fc_v.weight,640,640,640,93.5543,0.1462,10.8811,6.5308
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,pool,pool.isab.mab1.fc_o.weight,640,640,640,72.7776,0.1137,6.3833,9.3894
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,pool,pool.pma.mab.fc_q.weight,640,640,640,134.9109,0.2108,3.6372,8.9743
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,pool,pool.pma.mab.fc_k.weight,640,640,640,12.0312,0.0188,1.6087,25.8336
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,pool,pool.pma.mab.fc_v.weight,640,640,640,106.1309,0.1658,12.7658,6.0712
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,pool,pool.pma.mab.fc_o.weight,640,640,640,63.6149,0.0994,6.5851,9.6575
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,encoder,encoder.0.weight,512,640,512,89.432,0.1747,8.2085,8.3931
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,encoder,encoder.3.weight,256,512,256,102.4947,0.4004,11.1354,5.2517
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.gram_stain.weight,3,256,3,2.5097,0.8366,1.6789,1.4294
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.cell_shape.weight,7,256,7,6.1219,0.8746,3.1232,1.6095
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.motility.weight,1,256,1,1.0,1.0,1.0,1.1889
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.sporulation.weight,1,256,1,1.0,1.0,1.0,1.472
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.pigmentation.weight,1,256,1,1.0,1.0,1.0,1.0631
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.oxygen_tolerance.weight,6,256,6,4.4608,0.7435,2.0944,2.0619
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.catalase.weight,1,256,1,1.0,1.0,1.0,1.2162
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.cytochrome_oxidase.weight,1,256,1,1.0,1.0,1.0,1.2639
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.halophily.weight,4,256,4,3.6028,0.9007,2.3777,1.2073
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.temperature_class.weight,5,256,5,4.1407,0.8281,2.6117,1.6052
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.ph_class.weight,3,256,3,2.6265,0.8755,1.8107,1.2076
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.cultivation_medium.weight,200,256,200,5.8281,0.0291,1.3868,23.094
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.carbon_utilization.weight,80,256,80,39.2361,0.4905,6.3288,3.8947
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.metabolite_production.weight,50,256,50,28.6986,0.574,4.3626,2.695
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.amr_phenotype.weight,30,256,30,20.3236,0.6775,5.5874,2.5944
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.biosafety_level.weight,4,256,4,2.8725,0.7181,1.635,2.0513
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.pathogenicity_human.weight,1,256,1,1.0,1.0,1.0,1.2651
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.pathogenicity_animal.weight,1,256,1,1.0,1.0,1.0,1.3838
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.isolation_source.weight,20,256,20,8.779,0.4389,2.1671,4.1392
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.country.weight,100,256,100,16.9549,0.1695,2.092,11.3536
set_transformer_family_s1_balancedfamilies.pt,set_transformer,family,1,1,head,heads.fatty_acid_profile.weight,30,256,30,21.1727,0.7058,10.3115,0.5358
set_transformer_family_s2.pt,set_transformer,family,2,0,pool,pool.isab.mab0.fc_q.weight,640,640,640,69.5548,0.1087,2.5809,12.2156
set_transformer_family_s2.pt,set_transformer,family,2,0,pool,pool.isab.mab0.fc_k.weight,640,640,640,3.7955,0.0059,1.3372,59.234
set_transformer_family_s2.pt,set_transformer,family,2,0,pool,pool.isab.mab0.fc_v.weight,640,640,640,34.6675,0.0542,4.8396,13.396
set_transformer_family_s2.pt,set_transformer,family,2,0,pool,pool.isab.mab0.fc_o.weight,640,640,640,71.1199,0.1111,5.6789,10.6142
set_transformer_family_s2.pt,set_transformer,family,2,0,pool,pool.isab.mab1.fc_q.weight,640,640,640,38.4952,0.0601,5.0494,12.1317
set_transformer_family_s2.pt,set_transformer,family,2,0,pool,pool.isab.mab1.fc_k.weight,640,640,640,48.6701,0.076,5.7521,12.4541
set_transformer_family_s2.pt,set_transformer,family,2,0,pool,pool.isab.mab1.fc_v.weight,640,640,640,118.6892,0.1855,9.4694,6.3744
set_transformer_family_s2.pt,set_transformer,family,2,0,pool,pool.isab.mab1.fc_o.weight,640,640,640,83.4856,0.1304,6.972,8.374
set_transformer_family_s2.pt,set_transformer,family,2,0,pool,pool.pma.mab.fc_q.weight,640,640,640,114.5504,0.179,3.2527,9.725
set_transformer_family_s2.pt,set_transformer,family,2,0,pool,pool.pma.mab.fc_k.weight,640,640,640,6.7024,0.0105,1.3825,31.899
set_transformer_family_s2.pt,set_transformer,family,2,0,pool,pool.pma.mab.fc_v.weight,640,640,640,124.9314,0.1952,10.4451,6.0202
set_transformer_family_s2.pt,set_transformer,family,2,0,pool,pool.pma.mab.fc_o.weight,640,640,640,71.8434,0.1123,6.0376,9.0882
set_transformer_family_s2.pt,set_transformer,family,2,0,encoder,encoder.0.weight,512,640,512,126.3462,0.2468,7.0201,6.9187
set_transformer_family_s2.pt,set_transformer,family,2,0,encoder,encoder.3.weight,256,512,256,125.7255,0.4911,11.1834,3.947
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.gram_stain.weight,3,256,3,2.4764,0.8255,1.6159,1.3319
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.cell_shape.weight,7,256,7,5.2167,0.7452,2.3498,1.8284
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.motility.weight,1,256,1,1.0,1.0,1.0,0.8935
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.sporulation.weight,1,256,1,1.0,1.0,1.0,1.1522
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.pigmentation.weight,1,256,1,1.0,1.0,1.0,0.5467
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.oxygen_tolerance.weight,6,256,6,3.9715,0.6619,1.8861,2.0109
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.catalase.weight,1,256,1,1.0,1.0,1.0,0.8495
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.cytochrome_oxidase.weight,1,256,1,1.0,1.0,1.0,0.9762
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.halophily.weight,4,256,4,3.6786,0.9197,2.3173,0.8582
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.temperature_class.weight,5,256,5,3.6172,0.7234,1.938,1.8382
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.ph_class.weight,3,256,3,2.462,0.8207,1.5969,0.9414
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.cultivation_medium.weight,200,256,200,4.7285,0.0236,1.3195,23.4564
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.carbon_utilization.weight,80,256,80,36.5422,0.4568,5.7981,2.8856
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.metabolite_production.weight,50,256,50,22.0177,0.4404,3.2187,3.4353
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.amr_phenotype.weight,30,256,30,18.9945,0.6331,4.8243,2.4416
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.biosafety_level.weight,4,256,4,2.6567,0.6642,1.5196,2.0373
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.pathogenicity_human.weight,1,256,1,1.0,1.0,1.0,0.8872
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.pathogenicity_animal.weight,1,256,1,1.0,1.0,1.0,0.9824
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.isolation_source.weight,20,256,20,9.3233,0.4662,2.4385,3.893
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.country.weight,100,256,100,14.5917,0.1459,2.0334,11.5063
set_transformer_family_s2.pt,set_transformer,family,2,0,head,heads.fatty_acid_profile.weight,30,256,30,25.0444,0.8348,12.5046,0.4731
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,pool,pool.isab.mab0.fc_q.weight,640,640,640,358.7845,0.5606,54.8839,2.0325
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,pool,pool.isab.mab0.fc_k.weight,640,640,640,1.879,0.0029,1.087,72.2545
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,pool,pool.isab.mab0.fc_v.weight,640,640,640,40.627,0.0635,7.0979,10.8079
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,pool,pool.isab.mab0.fc_o.weight,640,640,640,67.0863,0.1048,5.0618,11.3247
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,pool,pool.isab.mab1.fc_q.weight,640,640,640,47.1684,0.0737,6.2462,10.4564
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,pool,pool.isab.mab1.fc_k.weight,640,640,640,133.9962,0.2094,7.3235,7.2915
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,pool,pool.isab.mab1.fc_v.weight,640,640,640,102.6246,0.1604,10.44,6.4621
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,pool,pool.isab.mab1.fc_o.weight,640,640,640,85.1214,0.133,9.0579,7.4732
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,pool,pool.pma.mab.fc_q.weight,640,640,640,170.1246,0.2658,4.3961,7.903
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,pool,pool.pma.mab.fc_k.weight,640,640,640,11.968,0.0187,1.6077,25.5538
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,pool,pool.pma.mab.fc_v.weight,640,640,640,116.5996,0.1822,11.5457,6.1405
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,pool,pool.pma.mab.fc_o.weight,640,640,640,73.239,0.1144,8.1528,8.2343
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,encoder,encoder.0.weight,512,640,512,89.3056,0.1744,8.4959,8.0172
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,encoder,encoder.3.weight,256,512,256,100.5917,0.3929,11.6381,5.0456
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.gram_stain.weight,3,256,3,2.4685,0.8228,1.6572,1.4892
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.cell_shape.weight,7,256,7,6.1375,0.8768,3.2883,1.5897
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.motility.weight,1,256,1,1.0,1.0,1.0,1.0973
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.sporulation.weight,1,256,1,1.0,1.0,1.0,1.515
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.pigmentation.weight,1,256,1,1.0,1.0,1.0,1.1318
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.oxygen_tolerance.weight,6,256,6,4.5857,0.7643,2.1803,2.0052
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.catalase.weight,1,256,1,1.0,1.0,1.0,1.2739
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.cytochrome_oxidase.weight,1,256,1,1.0,1.0,1.0,1.1717
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.halophily.weight,4,256,4,3.6802,0.9201,2.5315,1.1885
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.temperature_class.weight,5,256,5,4.0205,0.8041,2.3773,1.7062
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.ph_class.weight,3,256,3,2.5675,0.8558,1.6758,1.2175
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.cultivation_medium.weight,200,256,200,5.7446,0.0287,1.3794,23.4357
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.carbon_utilization.weight,80,256,80,38.0096,0.4751,5.6834,4.1196
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.metabolite_production.weight,50,256,50,28.9443,0.5789,4.3733,2.7113
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.amr_phenotype.weight,30,256,30,20.4979,0.6833,5.7752,2.5262
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.biosafety_level.weight,4,256,4,2.6463,0.6616,1.5225,2.07
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.pathogenicity_human.weight,1,256,1,1.0,1.0,1.0,1.3079
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.pathogenicity_animal.weight,1,256,1,1.0,1.0,1.0,1.3152
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.isolation_source.weight,20,256,20,8.7191,0.436,2.1829,4.2213
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.country.weight,100,256,100,16.7117,0.1671,2.0743,11.5699
set_transformer_family_s2_balancedfamilies.pt,set_transformer,family,2,1,head,heads.fatty_acid_profile.weight,30,256,30,20.7887,0.693,10.8394,0.5252
set_transformer_genus_s0.pt,set_transformer,genus,0,0,pool,pool.isab.mab0.fc_q.weight,640,640,640,294.285,0.4598,11.9326,4.5292
set_transformer_genus_s0.pt,set_transformer,genus,0,0,pool,pool.isab.mab0.fc_k.weight,640,640,640,2.0071,0.0031,1.1083,71.5619
set_transformer_genus_s0.pt,set_transformer,genus,0,0,pool,pool.isab.mab0.fc_v.weight,640,640,640,37.8696,0.0592,5.791,12.3358
set_transformer_genus_s0.pt,set_transformer,genus,0,0,pool,pool.isab.mab0.fc_o.weight,640,640,640,76.5402,0.1196,5.0665,10.8235
set_transformer_genus_s0.pt,set_transformer,genus,0,0,pool,pool.isab.mab1.fc_q.weight,640,640,640,44.7943,0.07,5.7849,11.0946
set_transformer_genus_s0.pt,set_transformer,genus,0,0,pool,pool.isab.mab1.fc_k.weight,640,640,640,67.4769,0.1054,6.5479,9.4241
set_transformer_genus_s0.pt,set_transformer,genus,0,0,pool,pool.isab.mab1.fc_v.weight,640,640,640,110.6975,0.173,11.2524,6.0942
set_transformer_genus_s0.pt,set_transformer,genus,0,0,pool,pool.isab.mab1.fc_o.weight,640,640,640,84.1599,0.1315,5.7137,9.3186
set_transformer_genus_s0.pt,set_transformer,genus,0,0,pool,pool.pma.mab.fc_q.weight,640,640,640,187.4231,0.2928,4.8267,7.44
set_transformer_genus_s0.pt,set_transformer,genus,0,0,pool,pool.pma.mab.fc_k.weight,640,640,640,6.6346,0.0104,1.3438,31.1617
set_transformer_genus_s0.pt,set_transformer,genus,0,0,pool,pool.pma.mab.fc_v.weight,640,640,640,122.6456,0.1916,13.2112,5.579
set_transformer_genus_s0.pt,set_transformer,genus,0,0,pool,pool.pma.mab.fc_o.weight,640,640,640,76.0441,0.1188,6.6187,8.8952
set_transformer_genus_s0.pt,set_transformer,genus,0,0,encoder,encoder.0.weight,512,640,512,118.9034,0.2322,8.7708,6.685
set_transformer_genus_s0.pt,set_transformer,genus,0,0,encoder,encoder.3.weight,256,512,256,121.9901,0.4765,11.9691,4.0706
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.gram_stain.weight,3,256,3,2.5878,0.8626,1.8535,1.2991
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.cell_shape.weight,7,256,7,5.633,0.8047,2.7772,1.6225
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.motility.weight,1,256,1,1.0,1.0,1.0,0.8694
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.sporulation.weight,1,256,1,1.0,1.0,1.0,1.2508
