pooling,split,balanced_families,trait,metric,mean,std,ci95,lo,hi,n
set_transformer,family,True,halophily,acc,0.543220599492391,0.015522837920517802,0.0385639793475469,0.5046566201448441,0.5817845788399378,3
set_transformer,family,True,isolation_source,acc,0.45916666587193805,0.025041641840446632,0.06221190762336045,0.3969547582485776,0.5213785734952985,3
set_transformer,family,True,metabolite_production,f1,0.12064252479716153,0.015579337419689171,0.03870434321208944,0.0819381815850721,0.15934686800925096,3
set_transformer,family,True,motility,acc,0.6086176037788391,0.019262088825293386,0.047853543240787076,0.5607640605380521,0.6564711470196262,3
set_transformer,family,True,oxygen_tolerance,acc,0.6432207425435384,0.038279674082681577,0.09509965692575598,0.5481210856177825,0.7383203994692944,3
set_transformer,family,True,pathogenicity_animal,acc,0.8657450079917908,0.004130335675110215,0.010261150730875714,0.855483857260915,0.8760061587226665,3
set_transformer,family,True,pathogenicity_human,acc,0.8368892868359884,0.0072796872394615695,0.018085205153635465,0.818804081682353,0.8549744919896238,3
set_transformer,family,True,ph_class,acc,0.5282913446426392,0.009847840214841964,0.024465365715191277,0.5038259789274478,0.5527567103578305,3
set_transformer,family,True,pigmentation,acc,0.7049252192179362,0.010744761996847561,0.0266936227681049,0.6782315964498312,0.7316188419860411,3
set_transformer,family,True,sporulation,acc,0.8887515465418497,0.009888738393798538,0.024566970623823924,0.8641845759180258,0.9133185171656737,3
set_transformer,family,True,temperature_class,acc,0.8408328294754028,0.0209375954500499,0.05201606836696792,0.7888167611084349,0.8928488978423708,3
set_transformer,genus,False,amr_phenotype,f1,0.39604079524243146,0.0028613804631274498,0.0071086368130963695,0.3889321584293351,0.40314943205552783,3
set_transformer,genus,False,biosafety_level,acc,0.8695979118347168,0.006605931545701408,0.016411368140551958,0.8531865436941648,0.8860092799752688,3
set_transformer,genus,False,carbon_utilization,f1,0.5748923499880143,0.00596375262220604,0.014815978504332706,0.5600763714836816,0.589708328492347,3
set_transformer,genus,False,catalase,acc,0.8986908396085104,0.0012577920294447908,0.0031247807968737707,0.8955660588116366,0.9018156204053841,3
set_transformer,genus,False,cell_shape,acc,0.5690535108248392,0.031513485865840976,0.07829015701395428,0.490763353810885,0.6473436678387935,3
set_transformer,genus,False,country,acc,0.03194789091746012,0.004590151027584484,0.01140348757980103,0.02054440333765909,0.04335137849726115,3
set_transformer,genus,False,cultivation_medium,f1,0.40413958175591963,0.0027867994471599874,0.006923352345512858,0.3972162294104068,0.41106293410143246,3
set_transformer,genus,False,cytochrome_oxidase,acc,0.8310008446375529,0.005102281318376731,0.012675792428855758,0.8183250522086971,0.8436766370664086,3
set_transformer,genus,False,fatty_acid_profile,rmse,0.09077964072576106,0.0013909181718249383,0.003455511158915414,0.08732412956684564,0.09423515188467647,3
set_transformer,genus,False,gram_stain,acc,0.9232568939526876,0.0014038383961778342,0.003487609365935418,0.9197692845867522,0.926744503318623,3
set_transformer,genus,False,halophily,acc,0.5049609442551931,0.014123489277033404,0.035087524045773706,0.4698734202094194,0.5400484683009669,3
set_transformer,genus,False,isolation_source,acc,0.3832991123199463,0.03388609567394291,0.08418452221366374,0.29911459010628255,0.46748363453361,3
set_transformer,genus,False,metabolite_production,f1,0.10896629087386593,0.007270814598183592,0.018063162511899843,0.0909031283619661,0.12702945338576577,3
set_transformer,genus,False,motility,acc,0.7076766888300577,0.004902715199635183,0.012180002694979413,0.6954966861350783,0.7198566915250372,3
set_transformer,genus,False,oxygen_tolerance,acc,0.6188652515411377,0.003861199185933141,0.00959252466755921,0.6092727268735785,0.6284577762086969,3
set_transformer,genus,False,pathogenicity_animal,acc,0.8950376709302267,0.0045168366796716885,0.011221349944062988,0.8838163209861637,0.9062590208742897,3
set_transformer,genus,False,pathogenicity_human,acc,0.8685259024302164,0.0010540943569065226,0.0026187268860404928,0.865907175544176,0.8711446293162569,3
set_transformer,genus,False,ph_class,acc,0.5808806816736857,0.014525040530101193,0.036085113166369975,0.5447955685073157,0.6169657948400556,3
set_transformer,genus,False,pigmentation,acc,0.6985662976900736,0.0006208061490166693,0.0015422924359639488,0.6970240052541097,0.7001085901260375,3
set_transformer,genus,False,sporulation,acc,0.91351717710495,0.004717885843222745,0.01172082406282425,0.9017963530421257,0.9252380011677742,3
set_transformer,genus,False,temperature_class,acc,0.8232662280400594,0.012689595503279031,0.03152524695695932,0.7917409810831001,0.8547914749970188,3
set_transformer,species,False,amr_phenotype,f1,0.42623657353322947,0.008971073760219694,0.022287181312197313,0.40394939222103216,0.4485237548454268,3
set_transformer,species,False,biosafety_level,acc,0.8543392618497213,0.0021807890167883544,0.005417817478698369,0.8489214443710229,0.8597570793284197,3
set_transformer,species,False,carbon_utilization,f1,0.5855324140817221,0.00042387183886208855,0.0010530410047171995,0.5844793730770049,0.5865854550864392,3
set_transformer,species,False,catalase,acc,0.9118346770604452,0.0002575106659141761,0.0006397435863812765,0.9111949334740639,0.9124744206468265,3
set_transformer,species,False,cell_shape,acc,0.5921879013379415,0.016207803244273247,0.040265664872728854,0.5519222364652127,0.6324535662106704,3
set_transformer,species,False,country,acc,0.036506395787000656,0.0011475997162477452,0.00285102582293486,0.0336553699640658,0.039357421609935515,3
set_transformer,species,False,cultivation_medium,f1,0.43803841371042324,0.002747148210086461,0.006824845262243824,0.43121356844817943,0.44486325897266704,3
set_transformer,species,False,cytochrome_oxidase,acc,0.8405388593673706,0.003650105185465477,0.009068095776649647,0.8314707635907209,0.8496069551440203,3
set_transformer,species,False,fatty_acid_profile,rmse,0.09336083380504549,0.0023537847306663398,0.005847597340561555,0.08751323646448393,0.09920843114560705,3
set_transformer,species,False,gram_stain,acc,0.9148215452829996,0.003812709755474626,0.009472060522771301,0.9053494847602284,0.9242936058057709,3
set_transformer,species,False,halophily,acc,0.5401280124982198,0.007738155816220269,0.019224196156192554,0.5209038163420273,0.5593522086544124,3
set_transformer,species,False,isolation_source,acc,0.347948282957077,0.0019472286884165036,0.004837574630975723,0.3431107083261013,0.35278585758805275,3
set_transformer,species,False,metabolite_production,f1,0.161353894452143,0.0010102065055740748,0.0025096946200940952,0.1588441998320489,0.16386358907223708,3
set_transformer,species,False,motility,acc,0.7545018792152405,0.0011873517361863277,0.002949783284926297,0.7515520959303141,0.7574516625001668,3
set_transformer,species,False,oxygen_tolerance,acc,0.6891398231188456,0.005527495825095436,0.013732169074630237,0.6754076540442153,0.7028719921934758,3
set_transformer,species,False,pathogenicity_animal,acc,0.8715255657831827,0.005731786269521678,0.014239695631313627,0.8572858701518691,0.8857652614144964,3
set_transformer,species,False,pathogenicity_human,acc,0.8255461653073629,0.000495630611093945,0.0012313140643551452,0.8243148512430077,0.8267774793717181,3
set_transformer,species,False,ph_class,acc,0.5867435137430826,0.0015249161858271205,0.0037884075449404297,0.5829551061981422,0.5905319212880231,3
set_transformer,species,False,pigmentation,acc,0.714694102605184,0.01231930680557922,0.030605324597153524,0.6840887780080305,0.7452994272023374,3
set_transformer,species,False,sporulation,acc,0.9443190296490988,0.0037622153759396147,0.009346615406386913,0.9349724142427118,0.9536656450554857,3
set_transformer,species,False,temperature_class,acc,0.7963521480560303,0.004427155379406009,0.010998551263240878,0.7853535967927894,0.8073506993192712,3
